dir,hir,lvr,ccs,mcs,pbcr,dmi,self,single,uria,comdominiom,black,deny
0.38,0.27,1.02752293577982,1.0,2.0,no,no,no,no,3.20000004768372,1,yes,yes
0.18,0.06,0.8,6.0,4.0,yes,no,no,no,3.20000004768372,0,yes,yes
0.38,0.26,0.882629107981221,6.0,1.0,yes,no,no,no,3.20000004768372,0,no,yes
0.37,0.27,0.84375,1.0,1.0,no,no,no,yes,4.30000019073486,1,no,yes
0.16,0.13,1.416,5.0,2.0,yes,no,yes,yes,3.20000004768372,1,no,yes
0.37,0.31,0.811965811965812,2.0,2.0,no,yes,no,yes,10.6000003814697,0,no,yes
0.2,0.15,0.612244897959184,6.0,2.0,no,no,no,no,1.79999995231628,0,no,yes
0.32,0.24,0.9518072289156629,1.0,2.0,no,yes,no,yes,3.20000004768372,0,no,yes
0.32,0.26,0.796875,2.0,2.0,no,no,no,yes,4.30000019073486,0,no,no
0.36,0.26,0.928104575163399,2.0,2.0,no,no,no,yes,3.9000000953674303,0,no,no
0.34,0.27,0.8359375,1.0,2.0,no,no,no,no,3.9000000953674303,0,no,no
0.34,0.21,0.91812865497076,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.36,0.26,0.817610062893082,1.0,1.0,no,no,no,no,3.9000000953674303,0,no,no
0.19,0.19,0.6297577854671279,1.0,2.0,no,no,yes,no,1.79999995231628,0,no,no
0.34,0.25,0.8625,1.0,2.0,no,no,no,yes,3.0999999046325697,0,no,no
0.23,0.21,0.7100591715976329,1.0,2.0,no,no,no,yes,1.79999995231628,0,no,no
0.14,0.14,0.5614406779661021,1.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
0.35,0.21,0.7894736842105259,2.0,2.0,no,no,no,no,2.0,0,no,no
0.33,0.27,0.898954703832753,2.0,2.0,no,yes,no,no,3.20000004768372,0,no,yes
0.18,0.17,0.6918238993710689,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.26,0.26,0.860927152317881,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.34,0.34,0.890909090909091,5.0,2.0,no,no,no,no,3.9000000953674303,0,no,yes
0.26,0.24,0.56390977443609,1.0,2.0,no,no,no,yes,10.6000003814697,1,no,no
0.26,0.26,0.7862595419847329,1.0,2.0,no,no,no,yes,4.30000019073486,1,no,no
0.22,0.21,0.61576354679803,1.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
0.29,0.23,0.588235294117647,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.29,0.16,0.6814159292035401,1.0,2.0,no,no,no,yes,3.0999999046325697,0,no,no
0.28,0.21,0.666666666666667,1.0,2.0,no,no,yes,no,3.20000004768372,0,no,no
0.25,0.22,0.7777777777777779,1.0,2.0,no,no,yes,no,3.20000004768372,0,no,no
0.31,0.27,0.7837837837837841,1.0,2.0,no,no,no,yes,3.0999999046325697,0,no,no
0.36,0.27,0.752380952380952,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.24,0.22,0.856589147286822,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.34,0.25,0.7891891891891891,1.0,2.0,no,no,yes,no,3.20000004768372,0,no,no
0.37,0.21,0.770949720670391,3.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
0.34,0.29,0.84390243902439,5.0,2.0,no,yes,no,no,3.9000000953674303,0,no,yes
0.28,0.28,0.7243243243243241,2.0,1.0,no,no,no,no,3.9000000953674303,0,no,no
0.36,0.25,0.753731343283582,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.36,0.22,0.918367346938776,5.0,2.0,no,no,no,no,3.9000000953674303,1,no,no
0.35,0.23,0.8764705882352941,3.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.24,0.12,0.465625,1.0,2.0,no,no,no,no,3.20000004768372,1,no,no
0.38,0.28,0.6469002695417789,2.0,1.0,no,no,yes,no,3.20000004768372,0,no,no
0.35,0.26,0.747663551401869,4.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.4,0.26,0.7909090909090909,2.0,2.0,no,no,no,no,5.300000190734861,0,no,no
0.4,0.27,0.877697841726619,2.0,2.0,no,no,no,no,2.0,0,no,no
0.36,0.22,0.7951807228915658,5.0,2.0,yes,no,no,no,10.6000003814697,0,no,no
0.38,0.33,0.869767441860465,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.4,0.28,0.882352941176471,6.0,2.0,yes,no,no,no,4.30000019073486,0,yes,no
0.44,0.37,0.9,6.0,1.0,yes,no,no,no,3.20000004768372,0,no,yes
0.41,0.23,0.880794701986755,6.0,2.0,no,no,no,no,3.20000004768372,1,yes,no
0.37,0.24,0.8,5.0,2.0,yes,no,no,no,3.9000000953674303,1,yes,yes
0.33,0.33,0.9,5.0,2.0,no,no,no,no,2.0,1,yes,yes
0.39,0.16,0.798076923076923,4.0,2.0,no,no,yes,no,1.79999995231628,0,no,yes
0.32,0.23,0.832369942196532,3.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.38,0.17,0.8684210526315791,6.0,2.0,yes,no,no,no,3.0999999046325697,1,yes,yes
0.21,0.06,0.75,2.0,3.0,no,no,yes,yes,3.20000004768372,0,no,no
0.44,0.23,0.584070796460177,1.0,2.0,no,no,no,yes,4.30000019073486,0,no,yes
0.19,0.12,0.829015544041451,1.0,1.0,yes,no,yes,no,4.30000019073486,0,no,yes
0.39,0.19,0.7168141592920351,1.0,2.0,no,no,no,no,10.6000003814697,0,no,no
0.4,0.34,0.904,1.0,2.0,no,no,no,no,3.0999999046325697,1,yes,no
0.44,0.37,0.836734693877551,1.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
0.34,0.19,0.9,5.0,2.0,yes,no,no,yes,3.20000004768372,0,yes,yes
0.36,0.31,0.7777777777777779,1.0,2.0,yes,no,no,yes,3.0999999046325697,0,yes,no
0.27,0.25,0.722543352601156,1.0,1.0,no,no,no,no,2.0,0,no,no
0.39,0.26,0.766467065868264,3.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.36,0.34,0.897297297297297,1.0,2.0,no,no,no,no,3.20000004768372,1,no,no
0.37,0.26,0.794520547945205,2.0,2.0,no,no,no,yes,3.9000000953674303,1,no,no
0.36,0.21,0.7610062893081759,4.0,2.0,no,no,no,no,2.0,1,yes,no
0.43,0.09,0.518072289156627,5.0,1.0,no,no,no,no,3.20000004768372,1,no,no
0.39,0.23,0.8,1.0,2.0,no,no,no,no,3.20000004768372,1,yes,yes
0.33,0.32,0.9,1.0,2.0,no,no,no,no,10.6000003814697,0,no,no
0.43,0.27,0.9,2.0,1.0,no,no,no,yes,3.5999999046325697,1,yes,no
0.34,0.19,0.8,2.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
0.2,0.11,0.86046511627907,1.0,2.0,no,no,no,yes,3.20000004768372,1,yes,no
0.28,0.2,0.9,1.0,2.0,no,no,no,yes,3.5999999046325697,1,no,no
0.42,0.26,0.895161290322581,5.0,2.0,no,no,no,yes,3.20000004768372,0,no,yes
0.39,0.22,0.9,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.74,0.66,0.8,6.0,2.0,yes,no,no,yes,3.20000004768372,1,yes,yes
0.27,0.22,0.564102564102564,1.0,1.0,no,no,no,no,3.5999999046325697,0,no,no
0.24,0.24,0.9,5.0,2.0,yes,no,no,yes,3.0999999046325697,0,no,no
0.37,0.17,0.657407407407407,1.0,1.0,no,no,no,no,3.0999999046325697,1,no,no
0.43,0.34,0.7515151515151508,6.0,3.0,no,no,no,yes,3.20000004768372,1,no,yes
0.34,0.17,0.843537414965986,6.0,1.0,no,no,no,yes,3.5999999046325697,0,yes,no
0.58,0.51,0.8982300884955748,1.0,2.0,yes,no,no,yes,3.20000004768372,0,yes,yes
0.4,0.32,0.793785310734463,1.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.42,0.15,0.8954248366013069,6.0,2.0,no,no,no,no,3.20000004768372,1,yes,no
0.42,0.15,0.8954248366013069,6.0,2.0,no,no,no,yes,3.20000004768372,1,yes,no
0.37,0.32,0.869767441860465,1.0,2.0,no,no,yes,no,4.30000019073486,0,no,yes
0.39,0.34,0.8639455782312919,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.39,0.26,0.8860759493670891,1.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.28,0.08,0.8907563025210079,1.0,1.0,yes,no,no,yes,3.5999999046325697,1,no,no
0.34,0.27,0.68,1.0,2.0,no,no,no,yes,10.6000003814697,1,no,no
0.25,0.22,1.05,4.0,2.0,no,no,no,no,3.5999999046325697,1,no,yes
0.35,0.31,0.8,2.0,1.0,no,no,yes,no,3.5999999046325697,0,no,no
0.33,0.14,0.8,5.0,1.0,no,no,yes,no,3.5999999046325697,1,no,no
0.37,0.32,0.8375634517766499,5.0,2.0,no,no,yes,no,4.30000019073486,0,no,yes
0.26,0.26,0.9,1.0,2.0,no,no,no,no,3.9000000953674303,0,no,yes
0.24,0.29,0.81,1.0,2.0,no,no,no,no,3.9000000953674303,0,no,no
1.42,1.1,1.0375,1.0,1.0,yes,no,yes,yes,3.20000004768372,1,no,yes
1.42,1.1,1.0375,1.0,1.0,yes,no,yes,yes,3.20000004768372,1,no,yes
0.39,0.2,0.858974358974359,1.0,2.0,no,no,no,no,4.30000019073486,0,no,no
0.42,0.35,0.744360902255639,2.0,2.0,no,no,no,no,1.79999995231628,0,no,no
0.41,0.31,0.8851351351351351,1.0,2.0,yes,no,no,no,10.6000003814697,0,no,yes
0.37,0.26,0.8941176470588241,2.0,2.0,no,no,no,no,4.30000019073486,0,no,no
0.26,0.19,0.882758620689655,2.0,2.0,no,no,no,yes,3.9000000953674303,0,no,no
0.37,0.16,0.796296296296296,6.0,1.0,no,no,no,no,3.0999999046325697,1,no,yes
0.43,0.36,0.8875,4.0,2.0,no,no,yes,yes,3.9000000953674303,1,yes,yes
0.4,0.39,0.7941176470588229,6.0,2.0,yes,no,no,yes,3.5999999046325697,1,no,yes
0.47,0.32,0.7464788732394371,5.0,2.0,no,no,no,yes,4.30000019073486,0,no,no
0.36,0.2,0.6923076923076921,5.0,2.0,no,no,no,no,4.30000019073486,0,no,no
0.34,0.27,0.7857142857142858,1.0,2.0,no,no,yes,yes,4.30000019073486,0,no,no
0.29,0.29,0.9,4.0,2.0,no,no,no,no,3.5999999046325697,0,yes,no
0.39,0.33,0.8992248062015501,1.0,2.0,no,no,no,yes,3.0999999046325697,1,no,no
0.31,0.31,0.901408450704225,5.0,1.0,no,no,no,no,3.20000004768372,0,yes,no
0.4,0.32,0.8828125,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.39,0.18,0.875,1.0,2.0,no,no,no,no,3.9000000953674303,0,no,no
0.41,0.34,0.7647058823529409,5.0,1.0,no,no,no,no,3.5999999046325697,0,no,yes
0.38,0.36,0.712962962962963,1.0,2.0,no,no,no,yes,3.5999999046325697,1,no,no
0.33,0.16,0.7,5.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.39,0.39,0.868965517241379,5.0,2.0,no,no,no,yes,3.5999999046325697,0,yes,yes
0.29,0.1,0.6447368421052629,2.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.36,0.14,0.6403508771929821,1.0,1.0,no,no,no,no,3.5999999046325697,1,no,no
0.36,0.24,0.8942731277533041,5.0,3.0,no,no,no,no,3.5999999046325697,0,no,no
0.47,0.36,0.7142857142857142,5.0,1.0,no,no,no,no,3.5999999046325697,0,no,no
0.34,0.29,0.8,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.36,0.27,0.72972972972973,1.0,1.0,no,no,no,no,2.0,0,no,no
0.34,0.29,0.8,1.0,2.0,no,no,no,yes,3.5999999046325697,0,no,no
0.38,0.37,0.8720930232558141,3.0,2.0,no,no,no,yes,10.6000003814697,0,no,yes
0.38,0.3,0.7854984894259821,6.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.4,0.32,0.8512820512820509,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.47,0.13,0.8,3.0,3.0,yes,no,no,yes,3.0999999046325697,0,no,yes
0.35,0.31,0.8888888888888891,1.0,2.0,no,no,no,no,3.20000004768372,0,yes,no
0.41,0.24,0.895161290322581,1.0,2.0,no,no,no,no,3.5999999046325697,0,no,no
0.38,0.24,0.7608695652173909,1.0,2.0,no,no,no,yes,3.20000004768372,0,yes,no
0.38,0.29,0.785234899328859,1.0,2.0,no,no,no,no,3.20000004768372,0,yes,no
0.29,0.25,0.860869565217391,1.0,2.0,no,no,no,no,3.0999999046325697,0,no,yes
0.36,0.22,0.7052631578947371,6.0,4.0,no,no,no,no,2.0,1,no,no
0.39,0.27,0.833333333333333,1.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.41,0.34,0.8852459016393441,1.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.63,0.59,0.8136094674556209,5.0,2.0,no,no,no,yes,4.30000019073486,0,no,yes
0.26,0.22,0.8947368421052628,1.0,2.0,no,no,no,yes,2.0,1,no,no
0.28,0.23,0.8771929824561401,6.0,2.0,no,no,no,no,3.20000004768372,1,no,no
0.31,0.26,0.897435897435897,1.0,2.0,yes,no,no,yes,4.30000019073486,1,yes,no
0.23,0.18,0.8936170212765959,1.0,2.0,no,no,no,no,3.9000000953674303,1,no,no
0.42,0.32,0.898203592814371,1.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.29,0.25,0.6972477064220179,4.0,2.0,no,no,no,yes,4.30000019073486,1,yes,yes
0.32,0.27,0.8,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.35,0.21,0.8771929824561401,2.0,1.0,no,no,no,yes,3.20000004768372,0,no,no
0.43,0.24,0.7658536585365849,2.0,1.0,no,no,no,no,4.30000019073486,0,no,no
0.41,0.33,0.902857142857143,5.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.37,0.09,0.703125,1.0,2.0,no,no,no,no,2.0,0,no,no
0.39,0.3,0.800380228136882,1.0,1.0,yes,no,yes,no,3.20000004768372,0,no,no
0.46,0.27,0.84,5.0,2.0,no,no,no,yes,5.300000190734861,0,no,yes
0.38,0.27,0.8705035971223021,1.0,2.0,no,no,no,no,2.0,0,no,no
0.33,0.3,0.46875,1.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.34,0.24,0.6572769953051639,2.0,3.0,yes,no,no,no,3.20000004768372,0,no,no
0.27,0.23,0.7575757575757579,1.0,2.0,no,no,no,no,2.0,0,no,yes
0.36,0.25,0.6451612903225811,5.0,1.0,no,no,yes,no,10.6000003814697,0,no,no
0.37,0.23,0.7548076923076921,1.0,2.0,no,no,no,no,10.6000003814697,0,no,no
0.25,0.18,0.7184466019417479,1.0,2.0,no,no,no,no,1.79999995231628,0,no,no
0.35,0.25,0.704761904761905,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.26,0.23,0.5142857142857139,1.0,2.0,no,no,no,no,10.6000003814697,0,no,no
0.34,0.23,0.941176470588235,1.0,1.0,no,no,no,no,1.79999995231628,0,no,no
0.330999984741211,0.253999996185303,0.8482142857142858,3.0,2.0,no,no,no,no,3.9000000953674303,1,no,no
0.375,0.29200000762939504,0.916666666666667,1.0,1.0,no,no,no,no,4.30000019073486,0,no,no
0.234300003051758,0.229300003051758,0.775,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.3920000076293951,0.267999992370605,0.8083832335329341,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.348499984741211,0.28700000762939504,0.49456521739130394,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.261000003814697,0.23399999618530298,0.518207282913165,2.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
0.322000007629395,0.231000003814697,0.9418604651162791,6.0,2.0,no,no,no,yes,3.0999999046325697,0,no,yes
0.21700000762939498,0.09,0.7530120481927709,1.0,2.0,no,no,no,no,3.9000000953674303,1,no,no
0.12600000381469698,0.12399999618530301,0.272727272727273,1.0,1.0,no,no,no,no,4.30000019073486,0,no,no
0.312999992370605,0.248999996185303,0.731225296442688,3.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
0.32400001525878896,0.26700000762939496,0.887323943661972,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.380999984741211,0.296000003814697,0.897435897435897,1.0,1.0,no,no,no,no,3.0999999046325697,0,yes,no
0.35,0.243999996185303,0.8,1.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.0989999961853027,0.0580000019073486,0.651567944250871,2.0,1.0,no,no,no,yes,3.20000004768372,0,no,no
0.218999996185303,0.213999996185303,0.559322033898305,1.0,2.0,no,no,no,yes,3.9000000953674303,1,no,no
0.385999984741211,0.28,0.781115879828326,1.0,1.0,no,yes,no,no,3.0999999046325697,0,no,no
0.36200000762939505,0.25700000762939496,0.8722222222222221,2.0,3.0,no,no,no,no,3.0999999046325697,0,no,no
0.297000007629395,0.25020000457763697,0.6977611940298512,2.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.399000015258789,0.28299999237060497,0.44680851063829796,1.0,3.0,no,no,no,no,2.0,0,no,no
0.28700000762939504,0.268999996185303,0.93125,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.35599998474121103,0.307000007629395,0.764444444444444,2.0,2.0,no,no,no,no,4.30000019073486,0,no,no
0.34700000762939504,0.202000007629395,0.7,1.0,2.0,no,no,no,no,4.30000019073486,0,no,no
0.305,0.285,0.9375,2.0,2.0,no,no,no,yes,3.9000000953674303,0,no,no
0.296000003814697,0.23399999618530298,0.508152173913043,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.37299999237060494,0.315,0.765432098765432,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.23600000381469702,0.211000003814697,0.779166666666667,1.0,1.0,no,no,no,yes,3.20000004768372,0,no,no
0.334000015258789,0.296000003814697,0.8955223880597021,3.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.311000003814697,0.27,0.7746031746031751,2.0,1.0,no,no,no,yes,3.0999999046325697,0,no,no
0.14300000190734902,0.11899999618530302,0.0869565217391304,1.0,1.0,no,no,no,no,10.6000003814697,0,no,no
0.292999992370605,0.28200000762939503,0.778877887788779,1.0,1.0,no,no,no,no,1.79999995231628,0,no,no
0.19299999237060503,0.163999996185303,0.558558558558559,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.35479999542236296,0.312000007629395,0.6896551724137929,6.0,2.0,no,no,no,yes,3.9000000953674303,0,no,no
0.340999984741211,0.266000003814697,0.8984375,1.0,2.0,no,no,no,no,10.6000003814697,0,no,no
0.370999984741211,0.24299999237060502,0.8965517241379308,1.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.34,0.29200000762939504,0.8936170212765959,3.0,2.0,no,no,yes,yes,10.6000003814697,0,no,no
0.32880001068115194,0.30239999771118203,0.899742895298234,1.0,2.0,no,no,no,yes,3.20000004768372,1,yes,no
0.35200000762939504,0.23700000762939497,0.8,1.0,2.0,no,no,no,no,10.6000003814697,1,no,no
0.31510000228881796,0.31510000228881796,0.6206896551724139,1.0,2.0,no,no,no,yes,3.0999999046325697,0,no,no
0.349599990844727,0.267900009155273,0.8008849557522121,1.0,2.0,no,no,no,no,1.79999995231628,0,no,no
0.345,0.237999992370605,0.9035087719298249,2.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.301000003814697,0.22299999237060503,0.9,6.0,2.0,no,no,no,yes,3.9000000953674303,0,no,no
0.337000007629395,0.267999992370605,0.8601398601398599,1.0,2.0,no,no,no,no,5.300000190734861,0,no,no
0.311000003814697,0.305,0.7189542483660128,1.0,2.0,no,no,no,yes,10.6000003814697,0,no,no
0.377700004577637,0.264899997711182,0.798657718120805,6.0,2.0,no,no,no,yes,10.6000003814697,0,no,no
0.320999984741211,0.24700000762939497,0.8,5.0,2.0,no,no,no,no,5.300000190734861,0,no,no
0.35810001373291,0.27139999389648395,0.8965517241379308,2.0,2.0,no,no,no,no,2.0,0,no,no
0.327000007629395,0.28399999618530297,0.7314285714285709,2.0,1.0,no,no,no,no,4.30000019073486,0,no,no
0.364000015258789,0.202999992370605,0.886138613861386,1.0,1.0,no,no,no,no,3.0999999046325697,1,no,no
0.314899997711182,0.219300003051758,0.8024691358024691,6.0,2.0,no,no,no,no,3.9000000953674303,1,no,no
0.44200000762939506,0.271299991607666,0.898089171974522,6.0,1.0,no,no,no,yes,3.0999999046325697,1,no,yes
0.3579999923706049,0.237999992370605,0.8248175182481751,5.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.32400001525878896,0.265,0.714626033166896,5.0,1.0,no,no,no,no,2.0,0,no,no
0.38400001525878896,0.263999996185303,0.8142857142857142,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.38700000762939507,0.213999996185303,0.6896551724137929,3.0,2.0,no,no,no,yes,3.0999999046325697,0,no,no
0.36139999389648403,0.288299999237061,0.6928406792052672,1.0,2.0,yes,no,no,no,3.20000004768372,1,no,no
0.335999984741211,0.334000015258789,0.8,1.0,2.0,no,no,no,no,2.0,0,no,no
0.347200012207031,0.307199993133545,0.76,2.0,1.0,no,no,no,yes,3.20000004768372,1,no,no
0.22,0.0901000022888184,0.692913385826772,1.0,2.0,no,no,yes,yes,4.30000019073486,1,no,no
0.317199993133545,0.301900005340576,0.5,1.0,1.0,no,no,no,no,10.6000003814697,0,no,no
0.5179999923706049,0.37700000762939506,0.7674418604651159,1.0,2.0,no,yes,no,yes,3.0999999046325697,0,yes,yes
0.308799991607666,0.306499996185303,0.8405604078076979,1.0,2.0,no,no,no,yes,4.30000019073486,1,no,no
0.329500007629395,0.274200000762939,0.468085106382979,6.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
0.327999992370605,0.28450000762939504,0.9,1.0,2.0,no,no,yes,no,3.20000004768372,0,no,no
0.36,0.322000007629395,0.6486486486486489,5.0,1.0,no,no,no,yes,3.0999999046325697,0,no,no
0.313999996185303,0.276000003814697,0.940789473684211,6.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.38799999237060495,0.273999996185303,0.7096774193548392,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.370999984741211,0.19200000762939498,0.902097902097902,2.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.345,0.257999992370605,0.8971962616822429,1.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.37,0.33,0.7445255474452551,1.0,2.0,no,no,no,yes,2.0,0,no,no
0.322900009155273,0.311000003814697,0.868965517241379,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.36700000762939505,0.151000003814697,0.7808219178082191,6.0,3.0,no,no,no,no,3.9000000953674303,0,yes,yes
0.297999992370605,0.198999996185303,0.8114754098360659,5.0,2.0,no,no,no,no,10.6000003814697,0,no,no
0.36599998474121104,0.261000003814697,0.77720207253886,5.0,1.0,no,no,no,no,5.300000190734861,0,no,no
0.288999996185303,0.23,0.8019093078758951,1.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
0.370999984741211,0.22,0.700729927007299,3.0,1.0,no,no,yes,no,10.6000003814697,0,no,no
0.32,0.246000003814697,0.946666666666667,4.0,2.0,no,no,no,no,2.0,0,no,no
0.308999996185303,0.298999996185303,0.870967741935484,1.0,2.0,no,no,no,no,4.30000019073486,0,no,no
0.354000015258789,0.276000003814697,0.8351063829787231,6.0,1.0,no,no,no,no,4.30000019073486,0,no,no
0.38900001525878897,0.271000003814697,0.942028985507246,5.0,1.0,no,no,no,no,1.79999995231628,0,no,no
0.307999992370605,0.243299999237061,0.804123711340206,6.0,2.0,no,no,no,yes,3.9000000953674303,1,no,no
0.35599998474121103,0.263999996185303,0.572972972972973,6.0,1.0,no,no,no,yes,2.0,1,no,no
0.317000007629395,0.22200000762939498,0.608,3.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.28200000762939503,0.21299999237060502,0.5,5.0,1.0,no,no,no,no,4.30000019073486,0,no,no
0.296000003814697,0.208999996185303,0.9016949152542371,1.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.36799999237060493,0.266000003814697,0.897790036327087,1.0,2.0,no,no,no,no,2.0,0,no,no
0.36,0.266000003814697,0.898989898989899,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.295,0.291000003814697,0.752941176470588,1.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.295599994659424,0.275400009155273,0.592592592592593,4.0,3.0,no,no,no,yes,1.79999995231628,0,no,no
0.36099998474121103,0.27899999618530297,0.747826086956522,1.0,2.0,no,no,no,no,1.79999995231628,0,no,no
0.27899999618530297,0.27899999618530297,0.7361111111111109,5.0,2.0,no,no,no,no,10.6000003814697,0,no,no
0.292999992370605,0.287999992370605,0.8,1.0,2.0,no,no,no,no,3.20000004768372,0,yes,no
0.37259998321533205,0.275699996948242,0.75,5.0,2.0,no,no,no,no,2.0,0,no,no
0.2775,0.2775,0.745562130177515,4.0,2.0,no,no,no,no,3.20000004768372,1,no,no
0.37310001373291,0.283799991607666,0.9531914893617021,6.0,2.0,yes,no,no,no,3.9000000953674303,0,no,no
0.183999996185303,0.163999996185303,0.8991228070175441,2.0,2.0,yes,no,no,no,3.5999999046325697,1,yes,yes
0.32060001373290997,0.279699993133545,0.8865248226950351,1.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
0.365,0.28,0.803030303030303,1.0,2.0,yes,no,no,no,3.20000004768372,1,no,no
0.37,0.232000007629395,0.798418972332016,3.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.318999996185303,0.292999992370605,0.65587044534413,6.0,1.0,no,no,no,no,2.0,0,no,no
0.306499996185303,0.19309999465942398,0.9523809523809521,1.0,2.0,no,no,no,no,1.79999995231628,0,no,no
0.335999984741211,0.186000003814697,0.7905759162303659,6.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.364000015258789,0.128000001907349,0.9523809523809521,5.0,2.0,no,no,no,no,3.9000000953674303,0,no,no
0.302000007629395,0.15899999618530303,0.9,5.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.352700004577637,0.268400001525879,0.8979591836734692,6.0,2.0,no,no,no,yes,1.79999995231628,0,no,no
0.414700012207031,0.308799991607666,0.898305084745763,5.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.15600000381469697,0.153000001907349,0.498084291187739,1.0,1.0,no,no,no,no,5.300000190734861,0,no,no
0.27899999618530297,0.275,0.947826086956522,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.395999984741211,0.380999984741211,0.8611111111111109,1.0,1.0,no,no,no,yes,3.20000004768372,0,no,no
0.37669998168945296,0.312399997711182,0.80327868852459,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.340999984741211,0.251000003814697,0.902439024390244,1.0,2.0,no,no,no,no,4.30000019073486,0,no,no
0.155299997329712,0.13329999923706098,0.594594594594595,2.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.36599998474121104,0.275,0.8993288590604029,6.0,2.0,no,no,no,no,3.9000000953674303,0,no,no
0.37,0.246000003814697,0.895679648401489,1.0,1.0,no,no,no,yes,10.6000003814697,0,no,no
0.35700000762939504,0.298999996185303,0.753086419753086,1.0,2.0,no,no,no,yes,2.0,0,no,no
0.27799999237060496,0.218999996185303,0.6,1.0,1.0,no,no,no,yes,3.20000004768372,0,no,no
0.338300018310547,0.268999996185303,0.92,6.0,4.0,yes,yes,no,no,3.9000000953674303,0,no,yes
0.298999996185303,0.26700000762939496,0.48913043478260904,1.0,1.0,no,no,no,no,3.9000000953674303,0,no,no
0.311000003814697,0.306000003814697,0.9,1.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.385,0.24200000762939497,0.904,5.0,2.0,no,no,no,no,3.20000004768372,1,no,yes
